date	artist	song
6/3/89	Michael Damian	Rock On (From "Dream A Little Dream")
5/27/89	Paula Abdul	Forever Your Girl
5/20/89	Paula Abdul	Forever Your Girl
5/13/89	Bon Jovi	I'll Be There For You
5/6/89	Madonna	Like A Prayer
4/29/89	Madonna	Like A Prayer
4/22/89	Madonna	Like A Prayer
4/15/89	Fine Young Cannibals	She Drives Me Crazy
4/8/89	Roxette	The Look
4/1/89	The Bangles	Eternal Flame
3/25/89	Mike + The Mechanics	The Living Years
3/18/89	Debbie Gibson	Lost In Your Eyes
3/11/89	Debbie Gibson	Lost In Your Eyes
3/4/89	Debbie Gibson	Lost In Your Eyes
2/25/89	Paula Abdul	Straight Up
2/18/89	Paula Abdul	Straight Up
2/11/89	Paula Abdul	Straight Up
2/4/89	Sheriff	When I'm With You
1/28/89	Phil Collins	Two Hearts
1/21/89	Phil Collins	Two Hearts
1/14/89	Bobby Brown	My Prerogative
1/7/89	Poison	Every Rose Has Its Thorn
12/31/88	Poison	Every Rose Has Its Thorn
12/24/88	Poison	Every Rose Has Its Thorn
12/17/88	Chicago	Look Away
12/10/88	Chicago	Look Away
12/3/88	Will To Power	Baby, I Love Your Way/Freebird Medley
11/26/88	Bon Jovi	Bad Medicine
11/19/88	Bon Jovi	Bad Medicine
11/12/88	The Escape Club	Wild, Wild West
11/5/88	The Beach Boys	Kokomo (From"Cocktail" )
10/29/88	Phil Collins	Groovy Kind Of Love
10/22/88	Phil Collins	Groovy Kind Of Love
10/15/88	UB40	Red Red Wine
10/8/88	Def Leppard	Love Bites
10/1/88	Bobby McFerrin	Don't Worry, Be Happy (From "Cocktail")
9/24/88	Bobby McFerrin	Don't Worry, Be Happy (From "Cocktail")
9/17/88	Guns N' Roses	Sweet Child O' Mine
9/10/88	Guns N' Roses	Sweet Child O' Mine
9/3/88	George Michael	Monkey
8/27/88	George Michael	Monkey
8/20/88	Steve Winwood	Roll With It
8/13/88	Steve Winwood	Roll With It
8/6/88	Steve Winwood	Roll With It
7/30/88	Steve Winwood	Roll With It
7/23/88	Richard Marx	Hold On To The Nights
7/16/88	Cheap Trick	The Flame
7/9/88	Cheap Trick	The Flame
7/2/88	Michael Jackson	Dirty Diana
6/25/88	Debbie Gibson	Foolish Beat
6/18/88	Rick Astley	Together Forever
6/11/88	George Michael	One More Try
6/4/88	George Michael	One More Try
5/28/88	George Michael	One More Try
5/21/88	Gloria Estefan & Miami Sound Machine	Anything For You
5/14/88	Gloria Estefan & Miami Sound Machine	Anything For You
5/7/88	Terence Trent D'Arby	Wishing Well
4/30/88	Whitney Houston	Where Do Broken Hearts Go
4/23/88	Whitney Houston	Where Do Broken Hearts Go
4/16/88	Billy Ocean	Get Outta My Dreams, Get Into My Car
4/9/88	Billy Ocean	Get Outta My Dreams, Get Into My Car
4/2/88	Michael Jackson	Man In The Mirror
3/26/88	Michael Jackson	Man In The Mirror
3/19/88	Rick Astley	Never Gonna Give You Up
3/12/88	Rick Astley	Never Gonna Give You Up
3/5/88	George Michael	Father Figure
2/27/88	George Michael	Father Figure
2/20/88	Expose	Seasons Change
2/13/88	Tiffany	Could've Been
2/6/88	Tiffany	Could've Been
1/30/88	INXS	Need You Tonight
1/23/88	Michael Jackson	The Way You Make Me Feel
1/16/88	George Harrison	Got My Mind Set On You
1/9/88	Whitney Houston	So Emotional
1/2/88	George Michael	Faith
12/26/87	George Michael	Faith
12/19/87	George Michael	Faith
12/12/87	George Michael	Faith
12/5/87	Belinda Carlisle	Heaven Is A Place On Earth
11/28/87	Bill Medley & Jennifer Warnes	(I've Had) The Time Of My Life
11/21/87	Billy Idol	Mony Mony
11/14/87	Tiffany	I Think We're Alone Now
11/7/87	Tiffany	I Think We're Alone Now
10/31/87	Michael Jackson	Bad
10/24/87	Michael Jackson	Bad
10/17/87	Lisa Lisa And Cult Jam	Lost In Emotion
10/10/87	Whitesnake	Here I Go Again
10/3/87	Whitney Houston	Didn't We Almost Have It All
9/26/87	Whitney Houston	Didn't We Almost Have It All
9/19/87	Michael Jackson With Siedah Garrett	I Just Can't Stop Loving You
9/12/87	Los Lobos	La Bamba
9/5/87	Los Lobos	La Bamba
8/29/87	Los Lobos	La Bamba
8/22/87	Madonna	Who's That Girl
8/15/87	U2	I Still Haven't Found What I'm Looking For
8/8/87	U2	I Still Haven't Found What I'm Looking For
8/1/87	Bob Seger	Shakedown (From "Beverly Hills Cop II")
7/25/87	Heart	Alone
7/18/87	Heart	Alone
7/11/87	Heart	Alone
7/4/87	Whitney Houston	I Wanna Dance With Somebody (Who Loves Me)
6/27/87	Whitney Houston	I Wanna Dance With Somebody (Who Loves Me)
6/20/87	Lisa Lisa And Cult Jam	Head To Toe
6/13/87	Atlantic Starr	Always
6/6/87	Kim Wilde	You Keep Me Hangin' On
5/30/87	U2	With or Without You
5/23/87	U2	With or Without You
5/16/87	U2	With or Without You
5/9/87	Cutting Crew	(I Just) Died In Your Arms
5/2/87	Cutting Crew	(I Just) Died In Your Arms
4/25/87	Aretha Franklin & George Michael	I Knew You Were Waiting (For Me)
4/18/87	Aretha Franklin & George Michael	I Knew You Were Waiting (For Me)
4/11/87	Starship	Nothing's Gonna Stop Us Now
4/4/87	Starship	Nothing's Gonna Stop Us Now
3/28/87	Club Nouveau	Lean On Me
3/21/87	Club Nouveau	Lean On Me
3/14/87	Huey Lewis & The News	Jacob's Ladder
3/7/87	Bon Jovi	Livin' On A Prayer
2/28/87	Bon Jovi	Livin' On A Prayer
2/21/87	Bon Jovi	Livin' On A Prayer
2/14/87	Bon Jovi	Livin' On A Prayer
2/7/87	Madonna	Open Your Heart
1/31/87	Billy Vera & The Beaters	At This Moment
1/24/87	Billy Vera & The Beaters	At This Moment
1/17/87	Gregory Abbott	Shake You Down
1/10/87	The Bangles	Walk Like An Egyptian
1/3/87	The Bangles	Walk Like An Egyptian
12/27/86	The Bangles	Walk Like An Egyptian
12/20/86	The Bangles	Walk Like An Egyptian
12/13/86	Bruce Hornsby & The Range	The Way It Is
12/6/86	Peter Cetera With Amy Grant	The Next Time I Fall
11/29/86	Bon Jovi	You Give Love A Bad Name
11/22/86	The Human League	Human
11/15/86	Boston	Amanda
11/8/86	Boston	Amanda
11/1/86	Cyndi Lauper	True Colors
10/25/86	Cyndi Lauper	True Colors
10/18/86	Janet Jackson	When I Think Of You
10/11/86	Janet Jackson	When I Think Of You
10/4/86	Huey Lewis & The News	Stuck With You
9/27/86	Huey Lewis & The News	Stuck With You
9/20/86	Huey Lewis & The News	Stuck With You
9/13/86	Berlin	Take My Breath Away (Love Theme From "Top Gun")
9/6/86	Bananarama	Venus
8/30/86	Steve Winwood	Higher Love
8/23/86	Madonna	Papa Don't Preach
8/16/86	Madonna	Papa Don't Preach
8/9/86	Peter Cetera	Glory Of Love (Theme From "The Karate Kid Part II")
8/2/86	Peter Cetera	Glory Of Love (Theme From "The Karate Kid Part II")
7/26/86	Peter Gabriel	Sledgehammer
7/19/86	Genesis	Invisible Touch
7/12/86	Simply Red	Holding Back The Years
7/5/86	Billy Ocean	There'll Be Sad Songs (To Make You Cry)
6/28/86	Patti LaBelle & Michael McDonald	On My Own
6/21/86	Patti LaBelle & Michael McDonald	On My Own
6/14/86	Patti LaBelle & Michael McDonald	On My Own
6/7/86	Madonna	Live To Tell
5/31/86	Whitney Houston	Greatest Love Of All
5/24/86	Whitney Houston	Greatest Love Of All
5/17/86	Whitney Houston	Greatest Love Of All
5/10/86	Pet Shop Boys	West End Girls
5/3/86	Robert Palmer	Addicted To Love
4/26/86	Prince And The Revolution	Kiss
4/19/86	Prince And The Revolution	Kiss
4/12/86	Falco	Rock Me Amadeus
4/5/86	Falco	Rock Me Amadeus
3/29/86	Falco	Rock Me Amadeus
3/22/86	Heart	These Dreams
3/15/86	Starship	Sara
3/8/86	Mr. Mister	Kyrie
3/1/86	Mr. Mister	Kyrie
2/22/86	Whitney Houston	How Will I Know
2/15/86	Whitney Houston	How Will I Know
2/8/86	Dionne & Friends	That's What Friends Are For
2/1/86	Dionne & Friends	That's What Friends Are For
1/25/86	Dionne & Friends	That's What Friends Are For
1/18/86	Dionne & Friends	That's What Friends Are For
1/11/86	Lionel Richie	Say You, Say Me
1/4/86	Lionel Richie	Say You, Say Me
12/28/85	Lionel Richie	Say You, Say Me
12/21/85	Lionel Richie	Say You, Say Me
12/14/85	Mr. Mister	Broken Wings
12/7/85	Mr. Mister	Broken Wings
11/30/85	Phil Collins and Marilyn Martin	Separate Lives
11/23/85	Starship	We Built This City
11/16/85	Starship	We Built This City
11/9/85	Jan Hammer	Miami Vice Theme
11/2/85	Stevie Wonder	Part-Time Lover
10/26/85	Whitney Houston	Saving All My Love For You
10/19/85	a-ha	Take On Me
10/12/85	Ready For The World	Oh Sheila
10/5/85	Dire Straits	Money For Nothing
9/28/85	Dire Straits	Money For Nothing
9/21/85	Dire Straits	Money For Nothing
9/14/85	John Parr	St. Elmo's Fire (Man In Motion)
9/7/85	John Parr	St. Elmo's Fire (Man In Motion)
8/31/85	Huey Lewis & The News	The Power Of Love
8/24/85	Huey Lewis & The News	The Power Of Love
8/17/85	Tears For Fears	Shout
8/10/85	Tears For Fears	Shout
8/3/85	Tears For Fears	Shout
7/27/85	Paul Young	Everytime You Go Away
7/20/85	Duran Duran	A View To A Kill
7/13/85	Duran Duran	A View To A Kill
7/6/85	Phil Collins	Sussudio
6/29/85	Bryan Adams	Heaven
6/22/85	Bryan Adams	Heaven
6/15/85	Tears For Fears	Everybody Wants To Rule The World
6/8/85	Tears For Fears	Everybody Wants To Rule The World
